Id,CaptionText,Category
2860,#allofthelights #citythatneversleeps #newyork #unitedstates #empirestate #travel2014,AMERICA
2861,#empirestate #newyork #unitedstates #freezing #viewofnyc #travel2014,AMERICA
2862,#topoftherock #newyork #unitedstates #amazingviews #travel2014,AMERICA
2863,#statueofliberty #newyork #unitedstates #travel2014,AMERICA
2864,#whistler #vancouver #canada #snow #winterwonderland #pretty #cold #travel2014,AMERICA
2865,#grousemountain #woodcarvings #amazing #vancouver #canada #travel2014,AMERICA
2866,#grousemountain #vancouver #canada #snowing #amazing #4000feetaboveland #beautiful #winterwonderland #travel2014,AMERICA
2931,Back to reality in a matter of days. 6week journey through USA has been one amazing ride!!! LA Boston Salem New York Atlanta San Francisco Las Vegas. #wanderlust #travel2014 #memories #instatravel @mcrae_alex88,AMERICA
3048,1 month to go :) #Uganda #Africa #Christmas #Travel2014 #Traveler #wanderlust #throwback #run #jog #fitfam #crossfitgirls #workout #toughmudder #kampala #eastafrica #motherland #buganda #travel #blessed,AFRICA
3213,Asia with Africa. #Dakar #Senegal #ThisIsAfrica #Travel2014 #latepost,AFRICA
3214,Traditional kitchen. #Dakar #Senegal #ThisIsAfrica #Travel2014 #latepost,AFRICA
3215,Senegals traditional house. #Dakar #Senegal #ThisIsAfrica #Travel2014 #latepost,AFRICA
3216,This photo was taken right after the wind blew my hat off. Like it! #ThisIsAfrica #Travel2014 #latepost,AFRICA
3218,Me and the desert. *:) #ThisIsAfrica #Travel2014 #latepost,AFRICA
3219,Love this candid photo by my Billal. #ThisIsAfrica #Travel2014 #latepost,AFRICA
3220,A simple tent for super hot desert. #Dakar #Senegal #ThisIsAfrica #Travel2014 #latepost,AFRICA
3221,Temple Square @ Salt Lake City #latepost #utah #usa #travel2014,AMERICA
3222,Desert tents In case you want to sleep on the desert. #Dakar #Senegal #ThisIsAfrica #Travel2014 #latepost,AFRICA
3223,Hot and beautiful desert. #Dakar #Senegal #ThisIsAfrica #Travel2014 #latepost,AFRICA
3224,Ini foto2 liburan dari Senegal yang selalu kelupaan untuk di share. Gurun Pasir Dakar Senegal. #ThisIsAfrica #Travel2014 #latepost,AFRICA
3247,#discoveramerica #daytripper #travel #travel2014 #USNationalPark #USA #grandcanyon #watchtower #indian,AMERICA
3248,#discoveramerica #USA #USNationalPark #daytripper #travel #travel2014 #monumentvalley #western,AMERICA
3306,Heating those feet up! Because it feels cold all over when they are cold. Thanks #BlackandDecker for portable heater. :) #kik #tam #instapost #instadaily #instawarm #warmandfuzzy #feelgoood #feet #happy #projecthappy #myprojecthappy2014 #warm #heater #vegas #americanadventures #vforvegas #sml #travel2014 #myadventures #traveler #lonelybuthappy,AMERICA
3310,in the #light #Antelope #Canyon #USA #USNationalPark #travel2014 #travel #daytripper,AMERICA
3342,Love travelling the world with my best friend :) @karugordon89 #wunderlust #america #bestfriends #bestideaever #travel2014 #smirnoff #timeless,AMERICA
3602,.    . #USA #USNationalPark # #Antelope #Canyon #light #art #travel #travel2014 #daytripper,AMERICA
3615,Woke up this morning missing Central America... #sanjose #costarica #lamerced #church #downtown #latergram #wanderlust #instagood #insta_international #igtravel #traveling #travel2014 #gadventures,AMERICA
3626,#sanfrancisco #sf #cali #goldengatebridge #landmark #usa #us #ca #california #travel #travelgram #instatravel #travelbug #travel2014 #travellove #travelporn #blackandwhite #travellover #traveltheus #traveldiaries #travelinspiration #wander #wanderlust #fernweh #naturegram #natureporn,AMERICA
3638,#USA #USNationalPark #daytripper #photo #BryceCanyon #travel #travel2014,AMERICA
3646,None,AMERICA
3662,#daytripper #USA #UTAH #Zion #travel #travel2014,AMERICA
3695,# #2 #ICN  #LAX #ASIANA #travel #travel2014 #daytripper #USA,AMERICA
3719,#Bye #SEOUL #HELLO #LA ! my first #USA #travel #travel2014 with #LOTTEcinema #daytripper #Asiana #70K is #exit #sit ! ,AMERICA
3876,2014.11.04 #travel2014 #LongBeach    #traveling #trip #autumn2014  #LosAngeles #Calif. #California #LA #USA  # # # # #succulent #ornamentalplants #green #beautifulflower #gorgeous # # # #,AMERICA
3918,2014.11.03 #bestpicoftheday #travel2014  #amazing #twilight #LA  #amazingview #sunset #clouds #sky #skylovers #magicsky #nature #natual #gorgeous #traveling #trip #autumn2014 #colourful #LosAngeles #Calif. #California #USA # # # # #  # #Helen,AMERICA
3975,I bought one big fish and they gave me 2 small fishes for free. #daresalaam #tanzania #africa #travel #travel2014 #wanderer #wanderlust #vsco #vscocam,AFRICA
3980,The way they cook fish. Thats a huge fire dude! #daresalaam #tanzania #africa #travel #travel2014 #wanderer #wanderlust,AFRICA
3982,So.. whos walking around the fish market at this time? #youcantstopme #daressalaam #tanzania #africa #travel2014 #travel #wanderlust #wanderer,AFRICA
3990,Hellloooooo Tanzaniaaaaaaa! Wont go to sleep. Will go out now. #tanzania #africa #travel #travel2014,AFRICA
4079,2014.10.31 #bestpicoftheday #travel2014 #LA   Long BeachHotel Maya#  #hotelmaya #longbeach #amazingview  #breakfast #food #sea #bluesky #skylovers #coconuttree #yacht #nature #natual #traveling #trip #autumn2014 #LosAngeles #Calif. #California #USA #Helen  # # # # # #,AMERICA
4081,2014.10.30 #bestpicoftheday #travel2014      #Princesscruises #traveling #autumn2014  #sea #bluesky #skylovers #nature #natual #amazingview #seafood #trip #LosAngeles #LA #Calif. #California #USA #Ensenada #Mexico #Helen # #  # # # # # #,AMERICA
4246,2014.10.27 #bestpicoftheday #travel2014   #traveling #Princesscruises #sea #bluesky #skylovers #autumn2014 #USA #LA #  # #Helen # #  #,AMERICA
4274,Peekaboo ! #lions #cubs #pride #masaimara #kenya #travel2014,AFRICA
4348,#newyork #travel #travelusa #travel2014 #fifthavenue #streetview #street #usa #throwback #instadaily #instapic #instatravel #nyc #newyorkcity #igers #vacation #vsco #potd,AMERICA
4745,View from the top la Piedra in guatape. #exploremore #explore #top #colombia #travel2014 #travel #getoutside #mira #landscape #lakes #islands #trek #weoutthere #iphoneography #photooftheday #photo #art #sudamerica #southamerica @letstraveltoday,AMERICA
4776,Pao de carabreza !!! Wah ! Just #delicious !! #taste #pleasure #gourmandise #plaisir #food #instadaily #foodporn #braz #brazil #travel #travel2014 #voyage #southamerica #SP #saopaulo,AMERICA
4777,Ready for the best pizza paulista #pizza #food #foodporn #braz #brazil #travel #travel2014 #feelinitaly #restaurant #southamerica #SP #saopaulo,AMERICA
4786,Navegando por el ro Putumayo  #jungle #amazonas #putumayosalvaje #peru #loretotravel #loreto #amazon #amazing #lovenaturesbeauty #natureza #naturaleza #ocaso #beautyjungle #heaven #photo #photographer #instajungle #instaamazonas #rio #travelphotography #pic #travel2014 ,AFRICA
4824,Santa Cruz sunset! #santacruz #beach #coast #cali #ca #california #westcoast #sunset #naturegram #natureporn #chasingsunets #travelbug #travel2014 #travelporn #travellover #wander #wanderlust #fernweh #adventure #explore #traveltheus #traveltheusa #usa,AMERICA
513,Nature is beautiful. #puertomadryn #puntaninfas #elephantseals #sealions #seals #beach #coast #argentina #wildlife #animals #naturegram #natureonly #natureporn #amazing #travelbug #travel2013 #travelblog #travelgram #travellife #travellust #travelonly #travelsite #travelabroad #traveltheworld #travelinspiration #seetheworld #wander #wanderlust #fernweh,AMERICA
518,Those clouds! #iguazu #iguazufalls #gargantadeldiablo #devilsthroat #falls #waterfall #cataratas #fozdeiguazu #argentina #seeargentina #aroundtheworld #travelbug #travel #travel2013 #travelblog #travelgram #travellife #travelonly #travelislife #traveltheworld #travelinspiration #wander #wanderlust #fernweh #new7wonder #naturegram #natureonly #natureporn,AMERICA
521,A rainbow in the mist from Devils Throat at Iguazu Falls! #rainbow #waterfall #mist #iguazufalls #devilsthroat #gargantadeldiablo #iguazu #cataratas #fozdeiguazu #powerful #new7wonder #worldwonder #amazing #naturegram #natureonly #natureporn #travel #travelbug #argentina #seeargentina #knowhowadventure #travel2013 #travelblog #travelgram #travelonly #traveltheworld #travelinspiration #wander #wanderlust #fernweh,AMERICA
552,Animals deserve to be free  Sorry for posting all of these kenya pictures lately. Im really missing it in case you cant tell  #masaimara #masaaimara #massaimara #gamereserve #safari #kenya #africa #thisisafrica #amazing #wild #free #keepanimalsfree #wildanimal #lion #naturegram #natureonly #natureporn #travelonly #travelbug #travel2013 #wander #wanderlust #fernweh #safaribug #ilovethis #aroundtheworld #seetheworld #explore #exploreafrica,AFRICA
554,Another one from Kenya. Too pretty to not post! #kenya #masaimara #masaaimara #massaimara #gamereserve #safari #africa #thisisafrica #nature #naturegram #natureonly #natureporn #travelinspiration #travelbug #travel2013 #traveltheworld #seetheworld #aroundtheworld #wander #wanderlust #fernweh,AFRICA
555,I bless the rains down in Africa  #masaimara #massaimara #masaaimara #kenya #safari #gamereserve #amazing #elephant #elephants #nature #natureporn #natureonly #naturegram #landscape #travel2013 #africa #thisisafrica #keepanimalsfree #travelbug #travelblog #wander #wanderlust #fernweh #aroundtheworld #seetheworld #thisisafrica #beautifulworld,AFRICA
564,Topi in Kenya! #topi #wildlife #wildanimals #safari #masaimara #massaimara #masaaimara #gamereserve #kenya #africa #thisisafrica #free #keepanimalsfree #couple #travel #traveler #travelbug #travelpix #travel2013 #travelblog #travelgram #travelitis #travellife #travelling #travellove #travelonly #travelthursday #animals,AFRICA
580,A colorful glimpse into the stores on El Caminito in Buenos Aires! #elcaminito #laboca #buenosaires #argentina #colorful #colors #travel #travelbug #travel2013 #travellife #travellove #travelinspiration #wander #wanderlust #fernweh #aroundtheworld #seetheworld #seeargentina #culture,AMERICA
583,Ohhhhh Iguazu Falls. #iguazufalls #fozdeiquazu #devilsthroat #gargantadeldiablo #cataratas #new7wonder #argentina #waterfalls #epic #amazing #beautiful #natureporn #naturegram #natureonly #travel #travelbug #travel2013 #travellife #travellove #traveltheworld #travelonly #aroundtheworld #seetheworld #wander #wanderlust #fernweh #globetrotter #worldtraveler,AMERICA
585,Elephants on the move in Masai Mara. So beautiful so free so wild.  #elephants #masaimara #masaaimara #massaimara #gamereserve #safari #kenya #africa #thisisafrica #wildlife #wildanimals #beautiful #freedom #keepanimalsfree #animalsdontbelongincages #naturegram #natureonly #natureporn #travel #travelbug #travel2013 #travelblog #travellife #travelonly #travelporn #traveladdict #wander #wanderlust #fernweh,AFRICA
607,Herd on the move! #kenya #africa #masaimara #massaimara #masaaimara #gamereserve #safari #wildlife #wildanimals #elephant #elephants #baby #amazing #thisisafrica #beautifulkenya #amazing #travel2013  #travelbug #travelblog #wander #wanderlust #fernweh #globetrotter #aroundtheworld #traveltheworld #seeafrica,AFRICA
625,The walk to the top of Devils Throat at Iguazu Falls! Thats the mist coming up from the falls! Check out my blog post on the falls if you havent already! #iguazu #iguazufalls #fozdeiguazu #cataratas #new7wonder #naturalworldwonder #wonderoftheworld #travel #travelbug #travel2013 #travelblog #travelgram #travellife #travellove #travelporn #traveltips #traveladdict #traveltheworld #travelinspiration #justgo #argentina #seeargentina #wander #wanderlust #fernweh,AMERICA
634,New blog post is up! Its called Three Days on a Bus and touches on my bus trip from Buenos Aires to Lima! Hope you read it and enjoy it! (this is a picture of a town in Chile that I took from the bus) #busrides #longbusrides #bus #travelbybus #chile #desert #andes #southamerica #southamericatravel #travel #travelbug #travel2013 #travelblog #blog #travelgram #travellife #travellove #travelperu #travelporn #traveltips #traveladdict #traveltheworld #travelthursday #travelinspiration #aroundtheworld #wander #wanderlust #fernweh,AMERICA
641,Wild ostriches in Kenya! #kenya #ostrich #wildlife #wildanimals #keepanimalsfree #freedom #nature #naturegram #natureonly #natureporn #trip #travel #safari #kenya #africa #thisisafrica #gamereserve #masaimara #masaaimara #massaimara #amazing #somanyanimals #fernweh #wander #wanderlust #travelinspiration #travel2013 #travelbug #justgo,AFRICA
644,Those African clouds.. #masaimara #massaimara #masaaimara #gamereserve #kenya #safari #amazing #beautiful #nature #naturegram #natureonly #natureporn #trip #travel #travelbug #wander #wanderlust #traveling #travel2013 #travelblog #africa #thisisafrica #beautifulkenya #eastafrica #travelinspiration #traveltheworld #seetheworld #aroundtheworld,AFRICA
645,Blue Shark #blueshark #beautiful #emotions #dreamscomestrue #ilovesouthafrica #iloveshark #journey #myjourney #southafrica #southafricaza #southafrica2013 #sharkdiving #stopthecull #savesharks #sharks #southafricadiving #stopsharkfinning #sharkexplorers #travelling #travel2013 #trip #travel #thisissouthafrica,AFRICA
646,The First Lighthouse of Cape Point #amazingcapetown #beautifulplace #ilovesouthafrica #interestingplace #lighthousesoftheworld #lighthouses #lovelighthouses #capeofgoodhope #capeofstorms #capepoint #capetown #dreamscomestrue #journey #myjourney #southafrica #southafricaza #southafrica2013 #travel #trip #travelling #travel2013 #thisissouthafrica,AFRICA
647,Cape of Good Hope #amazingcapetown #beautifulplace #capeofgoodhope #capeofstorms #capepoint #capetown #dreamscomestrue #emotions #ilovesouthafrica #interestingplace #journey #myjourney #southafrica #southafricaza #southafrica2013 #trip #travelling #travel #travel2013 #thisissouthafrica,AFRICA
